winnerteamid,localtime,tz,date,id,agoals,hteam,ateam,hgoals,updated,is_grand_final,abehinds,complete,ateamid,hteamid,roundname,hbehinds,unixtime,venue,winner,ascore,round,year,is_final,hscore,timestr,season
7.0,2010-07-10 14:10:00,+10:00,2010-07-10 14:10:00,8973,11,Geelong,Hawthorn,12,2022-01-25 11:05:42,0,17,100,10,7,Round 15,13,1278735000,M.C.G.,Geelong,83,15,2010,0,85,Full Time,2010
15.0,2010-07-10 19:10:00,+10:00,2010-07-10 19:10:00,8976,11,Brisbane Lions,St Kilda,10,2022-01-25 11:05:42,0,13,100,15,2,Round 15,5,1278753000,Gabba,St Kilda,79,15,2010,0,65,Full Time,2010
14.0,2010-07-10 19:10:00,+10:00,2010-07-10 19:10:00,8975,11,Richmond,Fremantle,15,2022-01-25 11:05:42,0,15,100,6,14,Round 15,10,1278753000,Docklands,Richmond,81,15,2010,0,100,Full Time,2010
16.0,2010-07-11 13:10:00,+10:00,2010-07-11 13:10:00,8977,7,Sydney,North Melbourne,12,2022-01-25 11:05:42,0,13,100,12,16,Round 15,13,1278817800,S.C.G.,Sydney,55,15,2010,0,85,Full Time,2010
11.0,2010-07-11 14:10:00,+10:00,2010-07-11 14:10:00,8978,14,Melbourne,Essendon,19,2022-01-25 11:05:42,0,19,100,5,11,Round 15,8,1278821400,M.C.G.,Melbourne,103,15,2010,0,122,Full Time,2010
18.0,2010-07-11 16:40:00,+10:00,2010-07-11 16:40:00,8979,20,Carlton,Western Bulldogs,8,2022-01-25 11:05:42,0,6,100,18,3,Round 15,10,1278830400,Docklands,Western Bulldogs,126,15,2010,0,58,Full Time,2010
1.0,2010-07-16 19:40:00,+10:00,2010-07-16 20:10:00,8980,9,Adelaide,Geelong,11,2022-01-25 11:05:42,0,9,100,7,1,Round 16,8,1279275000,Football Park,Adelaide,63,16,2010,0,74,Full Time,2010
4.0,2010-07-17 14:10:00,+10:00,2010-07-17 14:10:00,8981,6,Collingwood,St Kilda,15,2022-01-25 11:05:42,0,16,100,15,4,Round 16,10,1279339800,M.C.G.,Collingwood,52,16,2010,0,100,Full Time,2010
10.0,2010-07-17 14:10:00,+10:00,2010-07-17 14:10:00,8982,7,Hawthorn,Brisbane Lions,17,2022-01-25 11:05:42,0,1,100,2,10,Round 16,16,1279339800,York Park,Hawthorn,43,16,2010,0,118,Full Time,2010
17.0,2010-07-17 19:10:00,+10:00,2010-07-17 19:10:00,8983,20,Essendon,West Coast,14,2022-01-25 11:05:42,0,12,100,17,5,Round 16,16,1279357800,Docklands,West Coast,132,16,2010,0,100,Full Time,2010
18.0,2010-07-17 18:40:00,+10:00,2010-07-17 19:10:00,8984,7,Western Bulldogs,Port Adelaide,12,2022-01-25 11:05:42,0,5,100,13,18,Round 16,11,1279357800,Marrara Oval,Western Bulldogs,47,16,2010,0,83,Full Time,2010
16.0,2010-07-18 13:10:00,+10:00,2010-07-18 13:10:00,8985,16,Carlton,Sydney,10,2022-01-25 11:05:42,0,11,100,16,3,Round 16,8,1279422600,Docklands,Sydney,107,16,2010,0,68,Full Time,2010
12.0,2010-07-18 14:10:00,+10:00,2010-07-18 14:10:00,8986,15,Richmond,North Melbourne,7,2022-01-25 11:05:42,0,13,100,12,14,Round 16,11,1279426200,M.C.G.,North Melbourne,103,16,2010,0,53,Full Time,2010
6.0,2010-07-18 12:40:00,+10:00,2010-07-18 14:40:00,8987,10,Fremantle,Melbourne,11,2022-01-25 11:05:42,0,11,100,11,6,Round 16,16,1279428000,Subiaco,Fremantle,71,16,2010,0,82,Full Time,2010
,2010-07-23 19:40:00,+10:00,2010-07-23 19:40:00,8988,13,St Kilda,Hawthorn,14,2022-01-25 11:05:42,0,9,100,10,15,Round 17,3,1279878000,Docklands,,87,17,2010,0,87,Full Time,2010
4.0,2010-07-24 14:10:00,+10:00,2010-07-24 14:10:00,8989,6,Collingwood,Richmond,19,2022-01-25 11:05:42,0,9,100,14,4,Round 17,13,1279944600,M.C.G.,Collingwood,45,17,2010,0,127,Full Time,2010
7.0,2010-07-24 14:10:00,+10:00,2010-07-24 14:10:00,8990,9,Geelong,Brisbane Lions,19,2022-01-25 11:05:42,0,10,100,2,7,Round 17,13,1279944600,Kardinia Park,Geelong,64,17,2010,0,127,Full Time,2010
3.0,2010-07-24 15:40:00,+10:00,2010-07-24 17:40:00,8992,15,West Coast,Carlton,11,2022-01-25 11:05:42,0,19,100,3,17,Round 17,17,1279957200,Subiaco,Carlton,109,17,2010,0,83,Full Time,2010
5.0,2010-07-24 19:10:00,+10:00,2010-07-24 19:10:00,8991,18,North Melbourne,Essendon,18,2022-01-25 11:05:42,0,14,100,5,12,Round 17,11,1279962600,Docklands,Essendon,122,17,2010,0,119,Full Time,2010
18.0,2010-07-25 13:10:00,+10:00,2010-07-25 13:10:00,8993,12,Western Bulldogs,Fremantle,24,2022-01-25 11:05:42,0,4,100,6,18,Round 17,14,1280027400,Docklands,Western Bulldogs,76,17,2010,0,158,Full Time,2010
11.0,2010-07-25 14:10:00,+10:00,2010-07-25 14:10:00,8994,10,Melbourne,Sydney,22,2022-01-25 11:05:42,0,9,100,16,11,Round 17,10,1280031000,M.C.G.,Melbourne,69,17,2010,0,142,Full Time,2010
13.0,2010-07-25 15:40:00,+10:00,2010-07-25 16:10:00,8995,9,Port Adelaide,Adelaide,13,2022-01-25 11:05:42,0,15,100,1,13,Round 17,10,1280038200,Football Park,Port Adelaide,69,17,2010,0,88,Full Time,2010
5.0,2010-07-30 19:40:00,+10:00,2010-07-30 19:40:00,8996,11,Essendon,St Kilda,16,2022-01-25 11:05:42,0,9,100,15,5,Round 18,12,1280482800,Docklands,Essendon,75,18,2010,0,108,Full Time,2010
4.0,2010-07-31 14:10:00,+10:00,2010-07-31 14:10:00,8997,9,Collingwood,Carlton,15,2022-01-25 11:05:42,0,3,100,3,4,Round 18,15,1280549400,M.C.G.,Collingwood,57,18,2010,0,105,Full Time,2010
13.0,2010-07-31 14:10:00,+10:00,2010-07-31 14:40:00,8998,12,Port Adelaide,Hawthorn,13,2022-01-25 11:05:42,0,12,100,10,13,Round 18,14,1280551200,Football Park,Port Adelaide,84,18,2010,0,92,Full Time,2010
11.0,2010-07-31 19:10:00,+10:00,2010-07-31 19:10:00,9000,11,Brisbane Lions,Melbourne,9,2022-01-25 11:05:42,0,8,100,11,2,Round 18,10,1280567400,Gabba,Melbourne,74,18,2010,0,64,Full Time,2010
7.0,2010-07-31 19:10:00,+10:00,2010-07-31 19:10:00,8999,20,Sydney,Geelong,9,2022-01-25 11:05:42,0,5,100,7,16,Round 18,18,1280567400,Stadium Australia,Geelong,125,18,2010,0,72,Full Time,2010
14.0,2010-08-01 13:10:00,+10:00,2010-08-01 13:10:00,9001,11,Richmond,Adelaide,15,2022-01-25 11:05:42,0,14,100,1,14,Round 18,10,1280632200,M.C.G.,Richmond,80,18,2010,0,100,Full Time,2010
18.0,2010-08-01 14:10:00,+10:00,2010-08-01 14:10:00,9002,10,Western Bulldogs,North Melbourne,22,2022-01-25 11:05:42,0,12,100,12,18,Round 18,11,1280635800,Docklands,Western Bulldogs,72,18,2010,0,143,Full Time,2010
6.0,2010-08-01 12:40:00,+10:00,2010-08-01 14:40:00,9003,13,Fremantle,West Coast,24,2022-01-25 11:05:42,0,7,100,17,6,Round 18,16,1280637600,Subiaco,Fremantle,85,18,2010,0,160,Full Time,2010
3.0,2010-08-06 19:40:00,+10:00,2010-08-06 19:40:00,9004,23,Essendon,Carlton,9,2022-01-25 11:05:42,0,11,100,3,5,Round 19,19,1281087600,M.C.G.,Carlton,149,19,2010,0,73,Full Time,2010
12.0,2010-08-07 14:10:00,+10:00,2010-08-07 14:10:00,9005,10,North Melbourne,Fremantle,19,2022-01-25 11:05:42,0,9,100,6,12,Round 19,9,1281154200,Docklands,North Melbourne,69,19,2010,0,123,Full Time,2010
16.0,2010-08-07 14:10:00,+10:00,2010-08-07 14:10:00,9006,13,Sydney,Hawthorn,19,2022-01-25 11:05:42,0,7,100,10,16,Round 19,15,1281154200,S.C.G.,Sydney,85,19,2010,0,129,Full Time,2010
2.0,2010-08-07 15:40:00,+10:00,2010-08-07 17:40:00,9008,10,West Coast,Brisbane Lions,9,2022-01-25 11:05:42,0,10,100,2,17,Round 19,11,1281166800,Subiaco,Brisbane Lions,70,19,2010,0,65,Full Time,2010
4.0,2010-08-07 19:10:00,+10:00,2010-08-07 19:10:00,9007,14,Geelong,Collingwood,12,2022-01-25 11:05:42,0,23,100,4,7,Round 19,13,1281172200,M.C.G.,Collingwood,107,19,2010,0,85,Full Time,2010
15.0,2010-08-08 13:10:00,+10:00,2010-08-08 13:10:00,9009,8,St Kilda,Port Adelaide,23,2022-01-25 11:05:42,0,9,100,13,15,Round 19,13,1281237000,Docklands,St Kilda,57,19,2010,0,151,Full Time,2010
11.0,2010-08-08 14:10:00,+10:00,2010-08-08 14:10:00,9010,11,Melbourne,Richmond,16,2022-01-25 11:05:42,0,14,100,14,11,Round 19,13,1281240600,M.C.G.,Melbourne,80,19,2010,0,109,Full Time,2010
18.0,2010-08-08 15:40:00,+10:00,2010-08-08 16:10:00,9011,8,Adelaide,Western Bulldogs,7,2022-01-25 11:05:42,0,13,100,18,1,Round 19,11,1281247800,Football Park,Western Bulldogs,61,19,2010,0,53,Full Time,2010
4.0,2010-08-13 19:40:00,+10:00,2010-08-13 19:40:00,9012,24,Essendon,Collingwood,10,2022-01-25 11:05:42,0,18,100,4,5,Round 20,4,1281692400,M.C.G.,Collingwood,162,20,2010,0,64,Full Time,2010
16.0,2010-08-14 11:10:00,+10:00,2010-08-14 13:10:00,9014,14,Fremantle,Sydney,13,2022-01-25 11:05:42,0,12,100,16,6,Round 20,9,1281755400,Subiaco,Sydney,96,20,2010,0,87,Full Time,2010
3.0,2010-08-14 14:10:00,+10:00,2010-08-14 14:10:00,9013,10,Carlton,Richmond,23,2022-01-25 11:05:42,0,7,100,14,3,Round 20,18,1281759000,M.C.G.,Carlton,67,20,2010,0,156,Full Time,2010
13.0,2010-08-14 18:40:00,+10:00,2010-08-14 19:10:00,9016,8,Port Adelaide,West Coast,8,2022-01-25 11:05:42,0,12,100,17,13,Round 20,13,1281777000,Football Park,Port Adelaide,60,20,2010,0,61,Full Time,2010
7.0,2010-08-14 19:10:00,+10:00,2010-08-14 19:10:00,9015,25,Western Bulldogs,Geelong,9,2022-01-25 11:05:42,0,11,100,7,18,Round 20,6,1281777000,Docklands,Geelong,161,20,2010,0,60,Full Time,2010
1.0,2010-08-15 13:10:00,+10:00,2010-08-15 13:10:00,9017,15,Brisbane Lions,Adelaide,13,2022-01-25 11:05:42,0,14,100,1,2,Round 20,19,1281841800,Gabba,Adelaide,104,20,2010,0,97,Full Time,2010
10.0,2010-08-15 14:10:00,+10:00,2010-08-15 14:10:00,9018,12,Hawthorn,Melbourne,15,2022-01-25 11:05:42,0,6,100,11,10,Round 20,9,1281845400,M.C.G.,Hawthorn,78,20,2010,0,99,Full Time,2010
15.0,2010-08-15 16:40:00,+10:00,2010-08-15 16:40:00,9019,17,North Melbourne,St Kilda,9,2022-01-25 11:05:42,0,13,100,15,12,Round 20,9,1281854400,Docklands,St Kilda,115,20,2010,0,63,Full Time,2010
7.0,2010-08-20 19:40:00,+10:00,2010-08-20 19:40:00,9020,12,Geelong,Carlton,18,2022-01-25 11:05:42,0,7,100,3,7,Round 21,13,1282297200,Docklands,Geelong,79,21,2010,0,121,Full Time,2010
10.0,2010-08-21 14:10:00,+10:00,2010-08-21 14:10:00,9021,5,Hawthorn,Fremantle,24,2022-01-25 11:05:42,0,9,100,6,10,Round 21,11,1282363800,York Park,Hawthorn,39,21,2010,0,155,Full Time,2010
15.0,2010-08-21 14:10:00,+10:00,2010-08-21 14:10:00,9022,14,St Kilda,Richmond,17,2022-01-25 11:05:42,0,10,100,14,15,Round 21,13,1282363800,Docklands,St Kilda,94,21,2010,0,115,Full Time,2010
4.0,2010-08-21 19:10:00,+10:00,2010-08-21 19:10:00,9023,7,Collingwood,Adelaide,6,2022-01-25 11:05:42,0,9,100,1,4,Round 21,18,1282381800,M.C.G.,Collingwood,51,21,2010,0,54,Full Time,2010
16.0,2010-08-21 19:10:00,+10:00,2010-08-21 19:10:00,9024,10,Sydney,Western Bulldogs,17,2022-01-25 11:05:42,0,10,100,18,16,Round 21,12,1282381800,S.C.G.,Sydney,70,21,2010,0,114,Full Time,2010
13.0,2010-08-22 12:10:00,+10:00,2010-08-22 12:40:00,9025,11,Port Adelaide,Melbourne,17,2022-01-25 11:05:42,0,17,100,11,13,Round 21,10,1282444800,Football Park,Port Adelaide,83,21,2010,0,112,Full Time,2010
2.0,2010-08-22 14:10:00,+10:00,2010-08-22 14:10:00,9026,14,Essendon,Brisbane Lions,10,2022-01-25 11:05:42,0,11,100,2,5,Round 21,8,1282450200,Docklands,Brisbane Lions,95,21,2010,0,68,Full Time,2010
12.0,2010-08-22 12:40:00,+10:00,2010-08-22 14:40:00,9027,16,West Coast,North Melbourne,14,2022-01-25 11:05:42,0,14,100,12,17,Round 21,10,1282452000,Subiaco,North Melbourne,110,21,2010,0,94,Full Time,2010
6.0,2010-08-27 16:40:00,+10:00,2010-08-27 18:40:00,9028,13,Fremantle,Carlton,13,2022-01-25 11:05:42,0,9,100,3,6,Round 22,15,1282898400,Subiaco,Fremantle,87,22,2010,0,93,Full Time,2010
7.0,2010-08-28 13:10:00,+10:00,2010-08-28 13:10:00,9029,10,Geelong,West Coast,16,2022-01-25 11:05:42,0,8,100,17,7,Round 22,16,1282965000,Kardinia Park,Geelong,68,22,2010,0,112,Full Time,2010
10.0,2010-08-28 14:10:00,+10:00,2010-08-28 14:10:00,9030,13,Hawthorn,Collingwood,15,2022-01-25 11:05:42,0,17,100,4,10,Round 22,8,1282968600,M.C.G.,Hawthorn,95,22,2010,0,98,Full Time,2010
1.0,2010-08-28 15:10:00,+10:00,2010-08-28 15:40:00,9031,5,Adelaide,St Kilda,9,2022-01-25 11:05:42,0,7,100,15,1,Round 22,11,1282974000,Football Park,Adelaide,37,22,2010,0,65,Full Time,2010
16.0,2010-08-28 19:10:00,+10:00,2010-08-28 19:10:00,9033,16,Brisbane Lions,Sydney,10,2022-01-25 11:05:42,0,10,100,16,2,Round 22,8,1282986600,Gabba,Sydney,106,22,2010,0,68,Full Time,2010
18.0,2010-08-28 19:10:00,+10:00,2010-08-28 19:10:00,9032,11,Western Bulldogs,Essendon,17,2022-01-25 11:05:42,0,12,100,5,18,Round 22,5,1282986600,Docklands,Western Bulldogs,78,22,2010,0,107,Full Time,2010
13.0,2010-08-29 14:10:00,+10:00,2010-08-29 14:10:00,9034,18,Richmond,Port Adelaide,16,2022-01-25 11:05:42,0,14,100,13,14,Round 22,16,1283055000,Docklands,Port Adelaide,122,22,2010,0,112,Full Time,2010
12.0,2010-08-29 16:40:00,+10:00,2010-08-29 16:40:00,9035,17,Melbourne,North Melbourne,15,2022-01-25 11:05:42,0,11,100,12,11,Round 22,13,1283064000,M.C.G.,North Melbourne,113,22,2010,0,103,Full Time,2010
15.0,2010-09-03 19:45:00,+10:00,2010-09-03 19:45:00,9036,12,Geelong,St Kilda,11,2022-01-25 11:05:42,0,11,100,15,7,Finals Week 1,13,1283507100,M.C.G.,St Kilda,83,23,2010,3,79,Full Time,2010
6.0,2010-09-04 11:20:00,+10:00,2010-09-04 13:20:00,9037,8,Fremantle,Hawthorn,14,2022-01-25 11:05:42,0,16,100,10,6,Finals Week 1,10,1283570400,Subiaco,Fremantle,64,23,2010,2,94,Full Time,2010
4.0,2010-09-04 19:20:00,+10:00,2010-09-04 19:20:00,9038,8,Collingwood,Western Bulldogs,17,2022-01-25 11:05:42,0,14,100,18,4,Finals Week 1,22,1283592000,M.C.G.,Collingwood,62,23,2010,3,124,Full Time,2010
16.0,2010-09-05 14:40:00,+10:00,2010-09-05 14:40:00,9039,13,Sydney,Carlton,14,2022-01-25 11:05:43,0,16,100,3,16,Finals Week 1,15,1283661600,Stadium Australia,Sydney,94,23,2010,2,99,Full Time,2010
7.0,2010-09-10 19:45:00,+10:00,2010-09-10 19:45:00,9040,10,Geelong,Fremantle,20,2022-01-25 11:05:43,0,6,100,6,7,Semi-Finals,15,1284111900,M.C.G.,Geelong,66,24,2010,4,135,Full Time,2010
18.0,2010-09-11 19:20:00,+10:00,2010-09-11 19:20:00,9041,10,Western Bulldogs,Sydney,11,2022-01-25 11:05:43,0,12,100,16,18,Semi-Finals,11,1284196800,M.C.G.,Western Bulldogs,72,24,2010,4,77,Full Time,2010
4.0,2010-09-17 19:45:00,+10:00,2010-09-17 19:45:00,9042,11,Collingwood,Geelong,18,2022-01-25 11:05:43,0,13,100,7,4,Preliminary Finals,12,1284716700,M.C.G.,Collingwood,79,25,2010,5,120,Full Time,2010
15.0,2010-09-18 19:20:00,+10:00,2010-09-18 19:20:00,9043,8,St Kilda,Western Bulldogs,13,2022-01-25 11:05:43,0,16,100,18,15,Preliminary Finals,10,1284801600,M.C.G.,St Kilda,64,25,2010,5,88,Full Time,2010
,2010-09-25 14:30:00,+10:00,2010-09-25 14:30:00,9044,10,Collingwood,St Kilda,9,2022-01-25 11:05:43,1,8,100,15,4,Grand Final,14,1285389000,M.C.G.,,68,26,2010,6,68,Full Time,2010
4.0,2010-10-02 14:30:00,+10:00,2010-10-02 14:30:00,9045,7,Collingwood,St Kilda,16,2022-01-25 11:05:43,1,10,100,15,4,Grand Final,12,1285993800,M.C.G.,Collingwood,52,27,2010,6,108,Full Time,2010
3.0,2011-03-24 19:40:00,+11:00,2011-03-24 19:40:00,1059,13,Carlton,Richmond,14,2018-06-26 12:16:44,0,6,100,14,3,Round 1,20,1300956000,M.C.G.,Carlton,84,1,2011,0,104,Full Time,2011
7.0,2011-03-25 19:45:00,+11:00,2011-03-25 19:45:00,1060,6,Geelong,St Kilda,6,2018-06-26 12:16:44,0,11,100,15,7,Round 1,12,1301042700,M.C.G.,Geelong,47,1,2011,0,48,Full Time,2011
4.0,2011-03-26 14:10:00,+11:00,2011-03-26 14:10:00,1061,12,Collingwood,Port Adelaide,24,2018-06-26 12:16:44,0,8,100,13,4,Round 1,11,1301109000,Docklands,Collingwood,80,1,2011,0,155,Full Time,2011
1.0,2011-03-26 19:10:00,+11:00,2011-03-26 19:40:00,1062,12,Adelaide,Hawthorn,16,2018-06-26 12:16:44,0,13,100,10,1,Round 1,9,1301128800,Football Park,Adelaide,85,1,2011,0,105,Full Time,2011
6.0,2011-03-26 19:10:00,+11:00,2011-03-26 20:10:00,1063,13,Brisbane Lions,Fremantle,14,2018-06-26 12:16:44,0,16,100,6,2,Round 1,8,1301130600,Gabba,Fremantle,94,1,2011,0,92,Full Time,2011
5.0,2011-03-27 13:10:00,+11:00,2011-03-27 13:10:00,1064,8,Essendon,Western Bulldogs,16,2018-06-26 12:16:44,0,10,100,18,5,Round 1,17,1301191800,Docklands,Essendon,58,1,2011,0,113,Full Time,2011
,2011-03-27 14:10:00,+11:00,2011-03-27 14:10:00,1065,11,Melbourne,Sydney,11,2018-06-26 12:16:44,0,18,100,16,11,Round 1,18,1301195400,M.C.G.,,84,1,2011,0,84,Full Time,2011
17.0,2011-03-27 16:10:00,+11:00,2011-03-27 19:10:00,1066,13,West Coast,North Melbourne,13,2018-06-26 12:16:44,0,10,100,12,17,Round 1,14,1301213400,Subiaco,West Coast,88,1,2011,0,92,Full Time,2011
,2011-04-01 19:40:00,+11:00,2011-04-01 19:40:00,1067,14,St Kilda,Richmond,13,2018-06-26 12:16:44,0,11,100,14,15,Round 2,17,1301647200,M.C.G.,,95,2,2011,0,95,Full Time,2011
4.0,2011-04-02 14:10:00,+11:00,2011-04-02 14:10:00,1068,21,North Melbourne,Collingwood,7,2018-06-26 12:16:44,0,17,100,4,12,Round 2,14,1301713800,Docklands,Collingwood,143,2,2011,0,56,Full Time,2011
17.0,2011-04-02 14:40:00,+11:00,2011-04-02 15:10:00,1079,16,Port Adelaide,West Coast,15,2018-06-26 12:16:45,0,20,100,17,13,Round 2,8,1301717400,Football Park,West Coast,116,2,2011,0,98,Full Time,2011
3.0,2011-04-02 18:50:00,+11:00,2011-04-02 19:50:00,1080,26,Gold Coast,Carlton,7,2018-06-26 12:16:45,0,15,100,3,8,Round 2,10,1301734200,Gabba,Carlton,171,2,2011,0,52,Full Time,2011
7.0,2011-04-02 17:40:00,+11:00,2011-04-02 20:40:00,1081,13,Fremantle,Geelong,10,2018-06-26 12:16:45,0,11,100,7,6,Round 2,18,1301737200,Subiaco,Geelong,89,2,2011,0,78,Full Time,2011
18.0,2011-04-03 13:10:00,+10:00,2011-04-03 13:10:00,1082,6,Western Bulldogs,Brisbane Lions,19,2018-06-26 12:16:45,0,9,100,2,18,Round 2,9,1301800200,Docklands,Western Bulldogs,45,2,2011,0,123,Full Time,2011
16.0,2011-04-03 14:10:00,+10:00,2011-04-03 14:10:00,1083,13,Sydney,Essendon,14,2018-06-26 12:16:45,0,15,100,5,16,Round 2,14,1301803800,Stadium Australia,Sydney,93,2,2011,0,98,Full Time,2011
10.0,2011-04-03 16:40:00,+10:00,2011-04-03 16:40:00,1084,12,Hawthorn,Melbourne,16,2018-06-26 12:16:45,0,5,100,11,10,Round 2,26,1301812800,M.C.G.,Hawthorn,77,2,2011,0,122,Full Time,2011
4.0,2011-04-08 19:50:00,+10:00,2011-04-08 19:50:00,1085,11,Collingwood,Carlton,15,2018-06-26 12:16:45,0,8,100,3,4,Round 3,12,1302256200,M.C.G.,Collingwood,74,3,2011,0,102,Full Time,2011
18.0,2011-04-09 14:10:00,+10:00,2011-04-09 14:10:00,1103,7,Western Bulldogs,Gold Coast,18,2018-06-26 12:16:45,0,9,100,8,18,Round 3,14,1302322200,Docklands,Western Bulldogs,51,3,2011,0,122,Full Time,2011
6.0,2011-04-09 14:40:00,+10:00,2011-04-09 15:10:00,1104,11,Adelaide,Fremantle,7,2018-06-26 12:16:45,0,13,100,6,1,Round 3,12,1302325800,Football Park,Fremantle,79,3,2011,0,54,Full Time,2011
10.0,2011-04-09 19:10:00,+10:00,2011-04-09 19:10:00,1105,17,Richmond,Hawthorn,6,2018-06-26 12:16:45,0,13,100,10,14,Round 3,16,1302340200,M.C.G.,Hawthorn,115,3,2011,0,52,Full Time,2011
16.0,2011-04-09 18:10:00,+10:00,2011-04-09 20:10:00,1138,15,West Coast,Sydney,13,2018-06-26 12:16:45,0,11,100,16,17,Round 3,10,1302343800,Subiaco,Sydney,101,3,2011,0,88,Full Time,2011
11.0,2011-04-10 13:10:00,+10:00,2011-04-10 13:10:00,1139,11,Melbourne,Brisbane Lions,12,2018-06-26 12:16:45,0,5,100,2,11,Round 3,10,1302405000,M.C.G.,Melbourne,71,3,2011,0,82,Full Time,2011
7.0,2011-04-10 14:10:00,+10:00,2011-04-10 14:10:00,1140,6,Geelong,Port Adelaide,17,2018-06-26 12:16:45,0,7,100,13,7,Round 3,20,1302408600,GMHBA Stadium,Geelong,43,3,2011,0,122,Full Time,2011
5.0,2011-04-10 16:40:00,+10:00,2011-04-10 16:40:00,1141,21,St Kilda,Essendon,12,2018-06-26 12:16:45,0,10,100,5,15,Round 3,12,1302417600,Docklands,Essendon,136,3,2011,0,84,Full Time,2011
4.0,2011-04-15 19:40:00,+10:00,2011-04-15 19:40:00,1142,24,Richmond,Collingwood,13,2018-06-26 12:16:45,0,17,100,4,14,Round 4,12,1302860400,M.C.G.,Collingwood,161,4,2011,0,90,Full Time,2011
,2011-04-16 14:10:00,+10:00,2011-04-16 14:10:00,1144,11,Carlton,Essendon,11,2018-06-26 12:16:45,0,13,100,5,3,Round 4,13,1302927000,M.C.G.,,79,4,2011,0,79,Full Time,2011
10.0,2011-04-16 14:10:00,+10:00,2011-04-16 14:10:00,1143,9,Hawthorn,West Coast,10,2018-06-26 12:16:45,0,11,100,17,10,Round 4,12,1302927000,University of Tasmania Stadium,Hawthorn,65,4,2011,0,72,Full Time,2011
7.0,2011-04-16 19:10:00,+10:00,2011-04-16 19:10:00,1145,11,Sydney,Geelong,7,2018-06-26 12:16:45,0,15,100,7,16,Round 4,12,1302945000,S.C.G.,Geelong,81,4,2011,0,54,Full Time,2011
13.0,2011-04-16 19:10:00,+10:00,2011-04-16 19:40:00,1150,9,Port Adelaide,Adelaide,14,2018-06-26 12:16:46,0,12,100,1,13,Round 4,14,1302946800,Football Park,Port Adelaide,66,4,2011,0,98,Full Time,2011
11.0,2011-04-17 14:10:00,+10:00,2011-04-17 14:10:00,1151,23,Gold Coast,Melbourne,9,2018-06-26 12:16:46,0,21,100,11,8,Round 4,15,1303013400,Gabba,Melbourne,159,4,2011,0,69,Full Time,2011
6.0,2011-04-17 14:40:00,+10:00,2011-04-17 16:40:00,1152,14,Fremantle,North Melbourne,18,2018-06-26 12:16:46,0,14,100,12,6,Round 4,19,1303022400,Subiaco,Fremantle,98,4,2011,0,127,Full Time,2011
15.0,2011-04-21 19:45:00,+10:00,2011-04-21 19:45:00,1153,13,Brisbane Lions,St Kilda,11,2018-06-26 12:16:46,0,11,100,15,2,Round 5,10,1303379100,Gabba,St Kilda,89,5,2011,0,76,Full Time,2011
8.0,2011-04-23 14:45:00,+10:00,2011-04-23 15:15:00,1154,15,Port Adelaide,Gold Coast,15,2018-06-26 12:16:46,0,14,100,8,13,Round 5,11,1303535700,Football Park,Gold Coast,104,5,2011,0,101,Full Time,2011
3.0,2011-04-23 19:10:00,+10:00,2011-04-23 19:10:00,1155,12,Carlton,Adelaide,11,2018-06-26 12:16:46,0,7,100,1,3,Round 5,19,1303549800,Docklands,Carlton,79,5,2011,0,85,Full Time,2011
14.0,2011-04-24 16:40:00,+10:00,2011-04-24 16:40:00,1156,17,North Melbourne,Richmond,14,2018-06-26 12:16:46,0,10,100,14,12,Round 5,19,1303627200,Docklands,Richmond,112,5,2011,0,103,Full Time,2011
4.0,2011-04-25 14:40:00,+10:00,2011-04-25 14:40:00,1157,16,Essendon,Collingwood,11,2018-06-26 12:16:46,0,11,100,4,5,Round 5,11,1303706400,M.C.G.,Collingwood,107,5,2011,0,77,Full Time,2011
6.0,2011-04-25 18:45:00,+10:00,2011-04-25 20:45:00,1158,11,Fremantle,Western Bulldogs,12,2018-06-26 12:16:46,0,12,100,18,6,Round 5,13,1303728300,Subiaco,Fremantle,78,5,2011,0,85,Full Time,2011
7.0,2011-04-26 14:40:00,+10:00,2011-04-26 14:40:00,1159,17,Hawthorn,Geelong,15,2018-06-26 12:16:46,0,15,100,7,10,Round 5,8,1303792800,M.C.G.,Geelong,117,5,2011,0,98,Full Time,2011
17.0,2011-04-28 18:40:00,+10:00,2011-04-28 20:40:00,1160,6,West Coast,Melbourne,15,2018-06-26 12:16:46,0,16,100,11,17,Round 6,16,1303987200,Subiaco,West Coast,52,6,2011,0,106,Full Time,2011
3.0,2011-04-29 19:40:00,+10:00,2011-04-29 19:40:00,1161,12,Sydney,Carlton,10,2018-06-26 12:16:46,0,15,100,3,16,Round 6,11,1304070000,S.C.G.,Carlton,87,6,2011,0,71,Full Time,2011
12.0,2011-04-30 14:10:00,+10:00,2011-04-30 14:10:00,1162,10,North Melbourne,Port Adelaide,18,2018-06-26 12:16:46,0,13,100,13,12,Round 6,25,1304136600,Docklands,North Melbourne,73,6,2011,0,133,Full Time,2011
14.0,2011-04-30 19:10:00,+10:00,2011-04-30 19:10:00,1163,14,Richmond,Brisbane Lions,18,2018-06-26 12:16:46,0,14,100,2,14,Round 6,16,1304154600,M.C.G.,Richmond,98,6,2011,0,124,Full Time,2011
1.0,2011-04-30 19:10:00,+10:00,2011-04-30 19:40:00,1164,9,Adelaide,St Kilda,13,2018-06-26 12:16:46,0,17,100,15,1,Round 6,12,1304156400,Football Park,Adelaide,71,6,2011,0,90,Full Time,2011
